slug,nom_reel,code_postal,code_insee,pop2012,surface,long_deg,lat_deg
vert-le-grand,Vert-le-Grand,91810,91648,2400,15.93,2.36667,48.5667
montgeron,Montgeron,91230,91421,22700,11.22,2.45,48.7
saulx-les-chartreux,Saulx-les-Chartreux,91160,91587,4900,7.65,2.26667,48.6833
pecqueuse,Pecqueuse,91470,91482,600,7.4,2.05,48.65
corbreuse,Corbreuse,91410,91175,1700,15.79,1.95,48.5
bretigny-sur-orge,Brétigny-sur-Orge,91220,91103,22500,14.56,2.31667,48.6167
boissy-le-sec,Boissy-le-Sec,91870,91081,600,19.06,2.08333,48.4667
villemoisson-sur-orge,Villemoisson-sur-Orge,91360,91667,6800,2.31,2.31667,48.6667
saint-cheron-91,Saint-Chéron,91530,91540,4800,11.44,2.11667,48.55
bondoufle,Bondoufle,91070,91086,9400,6.76,2.38333,48.6167
coudray-montceaux,Le Coudray-Montceaux,91830,91179,4400,11.44,2.5,48.5667
roinville-91,Roinville,91410,91525,1200,13.4,2.03333,48.5333
brouy,Brouy,91150,91112,100,8.39,2.26667,48.3167
saint-vrain-91,Saint-Vrain,91770,91579,2800,11.57,2.33333,48.5333
sermaise-91,Sermaise,91530,91593,1700,13.6,2.08333,48.5333
saint-aubin-91,Saint-Aubin,91190,91538,700,3.57,2.13333,48.7167
villeneuve-sur-auvers,Villeneuve-sur-Auvers,91580,91671,600,7.07,2.25,48.4667
saclay,Saclay,91400,91534,3000,13.65,2.16667,48.7333
egly,Égly,91520,91207,5300,3.95,2.21667,48.5833
morigny-champigny,Morigny-Champigny,91150,91433,4300,30.85,2.2,48.45
prunay-sur-essonne,Prunay-sur-Essonne,91720,91507,300,5.14,2.37361,48.3575
saint-germain-les-corbeil,Saint-Germain-lès-Corbeil,91250,91553,7100,4.93,2.48333,48.6167
buno-bonnevaux,Buno-Bonnevaux,91720,91121,500,15.99,2.38333,48.35
torfou-91,Torfou,91730,91619,300,3.5,2.23333,48.5333
fontaine-la-riviere,Fontaine-la-Rivière,91690,91240,200,3.69,2.15,48.35
itteville,Itteville,91760,91315,6400,12.2,2.33333,48.5167
breuillet-91,Breuillet,91650,91105,8300,6.69,2.16667,48.5667
villiers-le-bacle,Villiers-le-Bâcle,91190,91679,1200,6.03,2.11667,48.7167
cheptainville,Cheptainville,91630,91156,1900,7.15,2.26667,48.55
lardy,Lardy,91510,91330,5700,7.63,2.26667,48.5167
marolles-en-hurepoix,Marolles-en-Hurepoix,91630,91376,4700,6.47,2.3,48.5667
villeconin,Villeconin,91580,91662,700,14.45,2.11667,48.5167
sainte-genevieve-des-bois-91,Sainte-Geneviève-des-Bois,91700,91549,34000,9.27,2.33333,48.6333
bruyeres-le-chatel,Bruyères-le-Châtel,91680,91115,3100,12.9,2.2,48.6
savigny-sur-orge,Savigny-sur-Orge,91600,91589,37300,6.97,2.35,48.6667
saint-cyr-sous-dourdan,Saint-Cyr-sous-Dourdan,91410,91546,1000,9.89,2.03333,48.5667
ollainville-91,Ollainville,91290,91461,4600,11.33,2.21667,48.5833
mespuits,Mespuits,91150,91399,200,9.95,2.26667,48.35
plessis-saint-benoist,Plessis-Saint-Benoist,91410,91495,300,9.16,2.0,48.4333
courdimanche-sur-essonne,Courdimanche-sur-Essonne,91720,91184,300,5.62,2.37778,48.4181
courances,Courances,91490,91180,300,8.31,2.46667,48.4333
limours,Limours,91470,91338,6400,14.25,2.08333,48.65
molieres-91,Molières,91470,91411,1900,7.02,2.06667,48.6667
longjumeau,Longjumeau,91160,91345,21400,4.84,2.3,48.7
saint-yon,Saint-Yon,91650,91581,900,4.66,2.18333,48.5667
neuilly-sur-seine,Neuilly-sur-Seine,92200,92051,60300,3.73,2.26667,48.8833
chatillon-92,Châtillon,92320,92020,32500,2.92,2.28333,48.8
bois-colombes,Bois-Colombes,92270,92009,27800,1.92,2.26667,48.9167
puteaux,Puteaux,92800,92062,44500,3.19,2.23333,48.8667
clamart,Clamart,92140,92023,51400,8.77,2.26667,48.8
meudon,Meudon,92190-92360,92048,44700,9.9,2.24167,48.8083
marnes-la-coquette,Marnes-la-Coquette,92430,92047,1700,3.48,2.175,48.8333
issy-les-moulineaux,Issy-les-Moulineaux,92130,92040,63300,4.25,2.26667,48.8167
vaucresson,Vaucresson,92420,92076,8600,3.08,2.175,48.8333
rueil-malmaison,Rueil-Malmaison,92500,92063,78100,14.7,2.2,48.8833
antony,Antony,92160,92002,61200,9.56,2.3,48.75
plessis-robinson,Le Plessis-Robinson,92350,92060,24700,3.43,2.26667,48.7833
levallois-perret,Levallois-Perret,92300,92044,63000,2.41,2.28333,48.9
boulogne-billancourt,Boulogne-Billancourt,92100,92012,112200,6.17,2.25,48.8333
asnieres-sur-seine,Asnières-sur-Seine,92600,92004,81700,4.82,2.28556,48.9112
colombes,Colombes,92700,92025,83700,7.81,2.25,48.9167
fontenay-aux-roses,Fontenay-aux-Roses,92260,92032,24100,2.51,2.28333,48.7833
garches,Garches,92380,92033,18200,2.69,2.18333,48.8417
villeneuve-la-garenne,Villeneuve-la-Garenne,92390,92078,24700,3.2,2.33333,48.9333
courbevoie,Courbevoie,92400,92026,85100,4.17,2.25222,48.8973
montrouge,Montrouge,92120,92049,46700,2.07,2.31667,48.8167
chatenay-malabry,Châtenay-Malabry,92290,92019,31900,6.38,2.26667,48.7667
clichy,Clichy,92110,92024,58400,3.08,2.3,48.9
vanves,Vanves,92170,92075,26500,1.56,2.3,48.8333
ville-d-avray,Ville-d'Avray,92410,92077,10900,3.67,2.19167,48.825
suresnes,Suresnes,92150,92073,45600,3.79,2.23333,48.8667
sevres,Sèvres,92310,92072,23100,3.91,2.2,48.8167
sceaux-92,Sceaux,92330,92071,19600,3.6,2.28333,48.7833
chaville,Chaville,92370,92022,18100,3.55,2.2,48.8
garenne-colombes,La Garenne-Colombes,92250,92035,26700,1.78,2.25,48.9
gennevilliers,Gennevilliers,92230,92036,41800,11.64,2.3,48.9333
nanterre,Nanterre,92000,92050,89600,12.19,2.2,48.9
saint-cloud,Saint-Cloud,92210,92064,29800,7.56,2.21667,48.8417
malakoff,Malakoff,92240,92046,30900,2.07,2.3,48.8167
bagneux-92,Bagneux,92220,92007,38500,4.19,2.3,48.8
bourg-la-reine,Bourg-la-Reine,92340,92014,20000,1.86,2.31667,48.775
bourget,Le Bourget,93350,93013,13600,2.08,2.41667,48.9333
bagnolet,Bagnolet,93170,93006,34000,2.57,2.41667,48.8667
courneuve,La Courneuve,93120,93027,36900,7.52,2.38333,48.9167
pavillons-sous-bois,Pavillons-sous-Bois,93320,93057,20700,2.92,2.51667,48.9
sevran,Sevran,93270,93071,50800,7.28,2.53333,48.9333
villemomble,Villemomble,93250,93077,28200,4.04,2.5,48.8833
montreuil-93,Montreuil,93100,93048,102200,8.92,2.43333,48.8667
livry-gargan,Livry-Gargan,93190,93046,41800,7.38,2.55,48.9167
aulnay-sous-bois,Aulnay-sous-Bois,93600,93005,82200,16.2,2.51667,48.95
dugny,Dugny,93440,93030,10500,3.89,2.41667,48.95
coubron,Coubron,93470,93015,4700,4.14,2.58333,48.9167
villetaneuse,Villetaneuse,93430,93079,12700,2.31,2.34167,48.9583
raincy,Le Raincy,93340,93062,13600,2.24,2.51667,48.9
saint-denis-93,Saint-Denis,93200-93210,93066,103700,12.36,2.35833,48.9333
lilas,Lilas,93260,93045,22200,1.26,2.43333,48.8833
clichy-sous-bois,Clichy-sous-Bois,93390,93014,29100,3.95,2.55,48.9167
noisy-le-grand,Noisy-le-Grand,93160,93051,63100,12.95,2.56667,48.85
romainville,Romainville,93230,93063,25600,3.44,2.43333,48.8833
aubervilliers,Aubervilliers,93300,93001,74500,5.76,2.38333,48.9167
noisy-le-sec,Noisy-le-Sec,93130,93053,38700,5.04,2.46667,48.8833
villepinte-93,Villepinte,93420,93078,35800,10.37,2.53333,48.9667
bobigny,Bobigny,93000,93008,47700,6.77,2.45,48.9
pierrefitte-sur-seine,Pierrefitte-sur-Seine,93380,93059,28900,3.41,2.36667,48.9667
tremblay-en-france,Tremblay-en-France,93290,93073,35500,22.44,2.57639,48.9562
vaujours,Vaujours,93410,93074,6100,3.78,2.56667,48.9333
montfermeil,Montfermeil,93370,93047,24500,5.45,2.56667,48.9
île-saint-denis,L'Île-Saint-Denis,93450,93039,7100,1.77,2.33333,48.9333
pre-saint-gervais,Le Pré-Saint-Gervais,93310,93061,17600,0.7,2.4,48.8833
stains,Stains,93240,93072,34600,5.39,2.38333,48.95
pantin,Pantin,93500,93055,52700,5.01,2.4,48.9
neuilly-plaisance,Neuilly-Plaisance,93360,93049,20300,3.42,2.51667,48.8667
rosny-sous-bois,Rosny-sous-Bois,93110,93064,40800,5.91,2.48333,48.8667
saint-ouen-93,Saint-Ouen,93400,93070,45600,4.31,2.33333,48.9
gournay-sur-marne,Gournay-sur-Marne,93460,93033,6200,1.68,2.56667,48.8667
bondy,Bondy,93140,93010,53300,5.47,2.46667,48.9
epinay-sur-seine,Épinay-sur-Seine,93800,93031,52700,4.57,2.30833,48.95
neuilly-sur-marne,Neuilly-sur-Marne,93330,93050,33200,6.86,2.53333,48.85
drancy,Drancy,93700,93029,66200,7.76,2.45,48.9333
blanc-mesnil,Le Blanc-Mesnil,93150,93007,50700,8.05,2.45,48.9333
gagny,Gagny,93220,93032,38300,6.83,2.53333,48.8833
fontenay-sous-bois,Fontenay-sous-Bois,94120,94033,52800,5.58,2.48333,48.85
santeny,Santeny,94440,94070,3700,9.91,2.56667,48.7167
haÿ-les-roses,L'Haÿ-les-Roses,94240,94038,29500,3.9,2.33333,48.7833
limeil-brevannes,Limeil-Brévannes,94450,94044,18800,6.93,2.48333,48.7333
alfortville,Alfortville,94140,94002,44700,3.67,2.41667,48.8
plessis-trevise,Le Plessis-Trévise,94420,94059,18500,4.32,2.56667,48.8167
choisy-le-roi,Choisy-le-Roi,94600,94022,38200,5.43,2.41667,48.7667
saint-mande,Saint-Mandé,94160,94067,22500,0.92,2.41667,48.8333
fresnes-94,Fresnes,94260,94034,25000,3.56,2.31667,48.75
villiers-sur-marne,Villiers-sur-Marne,94350,94079,27500,4.33,2.55,48.8333
kremlin-bicetre,Le Kremlin-Bicêtre,94270,94043,26100,1.54,2.36667,48.8167
boissy-saint-leger,Boissy-Saint-Léger,94470,94004,15700,8.94,2.51667,48.75
queue-en-brie,La Queue-en-Brie,94510,94060,11400,9.16,2.58333,48.7833
ormesson-sur-marne,Ormesson-sur-Marne,94490,94055,9900,3.41,2.55,48.7833
arcueil,Arcueil,94110,94003,19800,2.33,2.33333,48.8
marolles-en-brie-94,Marolles-en-Brie,94440,94048,5100,4.59,2.55,48.7333
villecresnes,Villecresnes,94440,94075,9400,5.62,2.53333,48.7167
perreux-sur-marne,Le Perreux-sur-Marne,94170,94058,32300,3.96,2.5,48.85
valenton,Valenton,94460,94074,12200,5.31,2.46667,48.75
nogent-sur-marne,Nogent-sur-Marne,94130,94052,30900,2.8,2.48333,48.8333
cachan,Cachan,94230,94016,27700,2.74,2.33333,48.7833
saint-maur-des-fosses,Saint-Maur-des-Fossés,94100-94210,94068,75700,11.25,2.5,48.8
rungis,Rungis,94150,94065,5600,4.2,2.35,48.75
thiais,Thiais,94320,94073,29600,6.43,2.38333,48.7667
sucy-en-brie,Sucy-en-Brie,94880,94071,26100,10.43,2.53333,48.7667
mandres-les-roses,Mandres-les-Roses,94520,94047,4300,3.3,2.55,48.7
vincennes,Vincennes,94300,94080,48100,1.91,2.43333,48.85
charenton-le-pont,Charenton-le-Pont,94220,94018,28600,1.85,2.41667,48.8167
saint-maurice-94,Saint-Maurice,94410,94069,14600,1.43,2.45833,48.8167
bry-sur-marne,Bry-sur-Marne,94360,94015,15300,3.35,2.51667,48.8333
bonneuil-sur-marne,Bonneuil-sur-Marne,94380,94011,16500,5.51,2.48333,48.7667
joinville-le-pont,Joinville-le-Pont,94340,94042,17400,2.3,2.46667,48.8167
ablon-sur-seine,Ablon-sur-Seine,94480,94001,5200,1.11,2.41667,48.7167
noiseau,Noiseau,94880,94053,4400,4.49,2.55,48.7833
gentilly,Gentilly,94250,94037,17400,1.18,2.33333,48.8167
villejuif,Villejuif,94800,94076,53200,5.34,2.36667,48.8
vitry-sur-seine,Vitry-sur-Seine,94400,94081,84100,11.67,2.4,48.7833
chevilly-larue,Chevilly-Larue,94550,94021,19000,4.22,2.35,48.7667
chennevieres-sur-marne,Chennevières-sur-Marne,94430,94019,17700,5.27,2.51667,48.8
perigny-94,Périgny,94520,94056,2200,2.79,2.55,48.7
champigny-sur-marne,Champigny-sur-Marne,94500,94017,75100,11.3,2.51667,48.8167
ivry-sur-seine,Ivry-sur-Seine,94200,94041,56700,6.1,2.38333,48.8167
maisons-alfort,Maisons-Alfort,94700,94046,52900,5.35,2.43333,48.8
orly,Orly,94310,94054,20900,6.69,2.4,48.75
villeneuve-le-roi,Villeneuve-le-Roi,94290,94077,18500,8.4,2.41667,48.7333
villeneuve-saint-georges,Villeneuve-Saint-Georges,94190,94078,30800,8.75,2.45,48.7333
creteil,Créteil,94000,94028,89300,11.46,2.46667,48.7833
baillet-en-france,Baillet-en-France,95560,95042,1900,7.91,2.3,49.0667
osny,Osny,95520,95476,15900,12.52,2.06667,49.0667
hodent,Hodent,95420,95309,300,4.37,1.76667,49.15
montreuil-sur-epte,Montreuil-sur-Epte,95770,95429,400,7.15,1.68333,49.1833
cergy,Cergy,95000-95800,95127,56100,11.65,2.06667,49.0333
chennevieres-les-louvres,Chennevières-lès-Louvres,95380,95154,300,4.58,2.55,49.05
montlignon,Montlignon,95680,95426,2500,2.84,2.28333,49.0167
fontenay-en-parisis,Fontenay-en-Parisis,95190,95241,2000,10.84,2.45,49.05
ezanville,Ézanville,95460,95229,9100,5.19,2.36667,49.0333
neuville-sur-oise,Neuville-sur-Oise,95000,95450,1600,4.25,2.06667,49.0167
sagy-95,Sagy,95450,95535,1200,10.53,1.95,49.05
themericourt,Théméricourt,95450,95610,300,7.58,1.9,49.0833
butry-sur-oise,Butry-sur-Oise,95430,95120,2000,2.6,2.2,49.0833
plessis-luzarches,Le Plessis-Luzarches,95270,95493,100,0.9,2.45,49.1
jouy-le-moutier,Jouy-le-Moutier,95280,95323,16700,6.89,2.03333,49.0167
mareil-en-france,Mareil-en-France,95850,95365,600,7.0,2.43333,49.0667
breancon,Bréançon,95640,95102,400,10.61,2.01667,49.15
chaussy-95,Chaussy,95710,95150,600,14.56,1.68333,49.1167
vallangoujard,Vallangoujard,95810,95627,700,7.6,2.11667,49.1333
magny-en-vexin,Magny-en-Vexin,95420,95355,5600,14.02,1.78333,49.15
bellefontaine-95,Bellefontaine,95270,95055,500,7.53,2.46667,49.1
haravilliers,Haravilliers,95640,95298,500,10.9,2.05,49.1833
survilliers,Survilliers,95470,95604,3700,5.38,2.55,49.1
heaulme,Le Heaulme,95640,95303,200,1.96,2.0,49.1667
courcelles-sur-viosne,Courcelles-sur-Viosne,95650,95181,300,3.61,2.0,49.0833
brignancourt,Brignancourt,95640,95110,200,3.06,1.95,49.1333
seraincourt-95,Seraincourt,95450,95592,1400,11.28,1.86667,49.0333
vemars,Vémars,95470,95641,2100,8.18,2.56667,49.0667
domont,Domont,95330,95199,14600,8.33,2.33333,49.0333
bonneuil-en-france,Bonneuil-en-France,95500,95088,700,4.71,2.43333,48.9667
montmorency,Montmorency,95160,95428,21400,5.37,2.33333,49.0
bruyeres-sur-oise,Bruyères-sur-Oise,95820,95116,3400,8.91,2.31667,49.1667
epiais-les-louvres,Épiais-lès-Louvres,95380,95212,100,3.42,2.55,49.0333
montgeroult,Montgeroult,95650,95422,400,4.97,2.0,49.0833
margency,Margency,95580,95369,2900,0.72,2.3,49.0
pontoise,Pontoise,95300,95500,29700,7.15,2.1,49.05
menouville,Menouville,95810,95387,100,2.78,2.1,49.15
clery-en-vexin,Cléry-en-Vexin,95420,95166,400,5.1,1.85,49.1333
commeny,Commeny,95450,95169,400,4.72,1.9,49.1167
epiais-rhus,Épiais-Rhus,95810,95213,600,10.46,2.06667,49.1167
vaureal,Vauréal,95490,95637,15700,3.46,2.03333,49.0333
bray-et-lû,Bray-et-Lû,95710,95101,1000,3.71,1.65,49.1333
marly-la-ville,Marly-la-Ville,95670,95371,5500,8.62,2.5,49.0833
perchay,Le Perchay,95450,95483,500,5.46,1.93333,49.1167
genicourt,Génicourt,95650,95271,500,6.44,2.06667,49.0833
amenucourt,Amenucourt,95510,95012,200,8.7,1.65,49.1
condecourt,Condécourt,95450,95170,500,6.94,1.95,49.0333
groslay,Groslay,95410,95288,8400,2.95,2.35,48.9833
menucourt,Menucourt,95180,95388,5100,3.68,1.98333,49.0167
saint-witz,Saint-Witz,95470,95580,2600,7.66,2.56667,49.0833
piscop,Piscop,95350,95489,700,4.08,2.35,49.0167
nucourt,Nucourt,95420,95459,800,7.65,1.85,49.1667
arronville,Arronville,95810,95023,700,15.85,2.1,49.1833
herblay,Herblay,95220,95306,26000,12.74,2.16667,49.0
asnieres-sur-oise,Asnières-sur-Oise,95270,95026,2500,14.07,2.35,49.1333
presles-95,Presles,95590,95504,3800,9.95,2.3,49.1167
lassy-95,Lassy,95270,95331,200,1.92,2.45,49.1
andilly-95,Andilly,95580,95014,2500,2.7,2.3,49.0
haute-isle,Haute-Isle,95780,95301,300,2.57,1.66667,49.0833
chaumontel,Chaumontel,95270,95149,3300,4.23,2.43333,49.1167
villaines-sous-bois,Villaines-sous-Bois,95570,95660,700,1.89,2.36667,49.0833
ermont,Ermont,95120,95219,27700,4.16,2.26667,48.9833
auvers-sur-oise,Auvers-sur-Oise,95760,95039,6900,12.69,2.16667,49.0667
saint-brice-sous-foret,Saint-Brice-sous-Forêt,95350,95539,14300,6.0,2.36667,49.0
arthies,Arthies,95420,95024,300,7.4,1.78333,49.1
grisy-les-platres,Grisy-les-Plâtres,95810,95287,600,7.15,2.05,49.1333
puiseux-en-france,Puiseux-en-France,95380,95509,3400,5.11,2.48333,49.0667
goussainville-95,Goussainville,95190,95280,30600,11.52,2.46667,49.0167
moussy-95,Moussy,95640,95438,200,4.75,1.91667,49.1333
pierrelaye,Pierrelaye,95480,95488,7800,9.21,2.16667,49.0167
franconville-95,Franconville,95130,95252,33200,6.19,2.23333,48.9833
louvres,Louvres,95380,95351,9000,11.33,2.5,49.0333
gouzangrez,Gouzangrez,95450,95282,200,0.77,1.91667,49.1167
bellay-en-vexin,Le Bellay-en-Vexin,95750,95054,200,5.02,1.88333,49.15
gonesse,Gonesse,95500,95277,26500,20.09,2.45,48.9833
chapelle-en-vexin,La Chapelle-en-Vexin,95420,95139,300,3.61,1.73333,49.1833
hedouville,Hédouville,95690,95304,300,5.28,2.16667,49.15
villers-en-arthies,Villers-en-Arthies,95510,95676,500,8.25,1.73333,49.1
saint-martin-du-tertre-95,Saint-Martin-du-Tertre,95270,95566,2400,13.23,2.35,49.1
seugy,Seugy,95270,95594,1000,1.7,2.4,49.1167
roissy-en-france,Roissy-en-France,95700,95527,2500,14.09,2.51667,49.0
boissy-l-aillerie,Boissy-l'Aillerie,95650,95078,1800,6.53,2.03333,49.0667
frette-sur-seine,La Frette-sur-Seine,95530,95257,4600,2.02,2.18333,48.9667
wy-dit-joli-village,Wy-dit-Joli-Village,95420,95690,300,8.37,1.83333,49.1
deuil-la-barre,Deuil-la-Barre,95170,95197,21700,3.76,2.33333,48.9833
bezons,Bezons,95870,95063,28000,4.16,2.21667,48.9333
courdimanche,Courdimanche,95800,95183,6600,5.57,2.0,49.0333
ronquerolles,Ronquerolles,95340,95529,900,4.74,2.21667,49.1667
saint-gratien-95,Saint-Gratien,95210,95555,20300,2.42,2.28333,48.9667
bernes-sur-oise,Bernes-sur-Oise,95340,95058,2400,5.45,2.3,49.1667
nesles-la-vallee,Nesles-la-Vallée,95690,95446,1800,13.46,2.18333,49.1333
chars,Chars,95750,95142,1800,16.71,1.93333,49.1667
viarmes,Viarmes,95270,95652,4700,8.19,2.36667,49.1333
neuilly-en-vexin,Neuilly-en-Vexin,95640,95447,200,2.96,1.98333,49.1667
taverny,Taverny,95150,95607,26300,10.48,2.21667,49.0333
bessancourt,Bessancourt,95550,95060,7200,6.39,2.21667,49.0333
vigny-95,Vigny,95450,95658,1100,6.56,1.93333,49.0833
ableiges,Ableiges,95450,95002,900,8.03,1.98333,49.0833
beaumont-sur-oise,Beaumont-sur-Oise,95260,95052,8900,5.6,2.28333,49.1333
theuville-95,Theuville,95810,95611,0,4.97,2.06667,49.15
saint-clair-sur-epte,Saint-Clair-sur-Epte,95770,95541,900,12.18,1.68333,49.2
vienne-en-arthies,Vienne-en-Arthies,95510,95656,400,3.76,1.73333,49.0667
cormeilles-en-parisis,Cormeilles-en-Parisis,95240,95176,22400,8.48,2.2,48.9833
labbeville,Labbeville,95690,95328,500,8.07,2.15,49.1333
livilliers,Livilliers,95300,95341,400,6.53,2.1,49.1
charmont-95,Charmont,95420,95141,0,3.83,1.78333,49.1333
bouffemont,Bouffémont,95570,95091,5800,4.51,2.3,49.05
berville-95,Berville,95810,95059,300,8.51,2.06667,49.1833
sannois,Sannois,95110,95582,25900,4.78,2.25,48.9667
villeron,Villeron,95380,95675,700,5.61,2.53333,49.05
ecouen,Écouen,95440,95205,7400,7.59,2.38333,49.0167
saint-cyr-en-arthies,Saint-Cyr-en-Arthies,95510,95543,200,3.89,1.75,49.0667
saint-prix-95,Saint-Prix,95390,95574,7400,7.93,2.26667,49.0167
ennery-95,Ennery,95300,95211,2200,7.43,2.1,49.0667
saint-leu-la-foret,Saint-Leu-la-Forêt,95320,95563,14700,5.24,2.25,49.0167
attainville,Attainville,95570,95028,1800,7.16,2.35,49.05
belloy-en-france,Belloy-en-France,95270,95056,1800,9.49,2.38333,49.0833
frouville,Frouville,95690,95258,400,7.6,2.15,49.15
us,Us,95450,95625,1300,10.98,1.96667,49.1
champagne-sur-oise,Champagne-sur-Oise,95660,95134,4600,9.45,2.25,49.1333
boisemont-95,Boisemont,95000,95074,700,2.77,2.0,49.0167
chauvry,Chauvry,95560,95151,300,5.0,2.26667,49.05
ambleville-95,Ambleville,95710,95011,400,7.96,1.7,49.15
bethemont-la-foret,Béthemont-la-Forêt,95840,95061,400,3.79,2.25,49.05
thillay,Le Thillay,95500,95612,4100,3.94,2.46667,49.0
saint-ouen-l-aumone,Saint-Ouen-l'Aumône,95310,95572,23200,12.21,2.11667,49.05
maffliers,Maffliers,95560,95353,1600,6.79,2.31667,49.0833
noisy-sur-oise,Noisy-sur-Oise,95270,95456,700,3.79,2.33333,49.1333
nerville-la-foret,Nerville-la-Forêt,95590,95445,700,6.68,2.28333,49.0833
persan,Persan,95340,95487,10400,5.14,2.26667,49.15
isle-adam,L'Isle-Adam,95290,95313,11400,14.94,2.23333,49.1167
garges-les-gonesse,Garges-lès-Gonesse,95140,95268,39600,5.47,2.41667,48.9667
montmagny,Montmagny,95360,95427,14100,2.91,2.35,48.9667
montigny-les-cormeilles,Montigny-lès-Cormeilles,95370,95424,18900,4.07,2.18333,48.9833
cormeilles-en-vexin,Cormeilles-en-Vexin,95830,95177,1000,9.56,2.01667,49.1167
cherence,Chérence,95510,95157,200,8.47,1.68333,49.0833
omerville,Omerville,95420,95462,300,11.98,1.71667,49.1333
luzarches,Luzarches,95270,95352,4200,20.49,2.41667,49.1167
aincourt,Aincourt,95510,95008,900,10.03,1.78333,49.0667
avernes,Avernes,95450,95040,800,12.47,1.86667,49.0833
herouville,Hérouville,95300,95308,600,8.42,2.13333,49.1
fremecourt,Frémécourt,95830,95254,500,4.28,2.0,49.1167
fremainville,Frémainville,95450,95253,500,5.61,1.86667,49.0667
saint-gervais-95,Saint-Gervais,95420,95554,1000,13.18,1.76667,49.1667
buhy,Buhy,95770,95119,300,6.86,1.68333,49.2
eaubonne,Eaubonne,95600,95203,23800,4.42,2.28333,49.0
valmondois,Valmondois,95760,95628,1200,4.59,2.2,49.1
montsoult,Montsoult,95560,95430,3400,3.84,2.31667,49.0667
parmain,Parmain,95620,95480,5500,9.2,2.21667,49.1167
roche-guyon,La Roche-Guyon,95780,95523,500,4.61,1.63333,49.0833
argenteuil,Argenteuil,95100,95018,103300,17.22,2.25,48.95
plessis-bouchard,Le Plessis-Bouchard,95130,95491,7700,2.69,2.23333,49.0
villiers-le-bel,Villiers-le-Bel,95400,95680,27000,7.3,2.38333,49.0
eragny,Éragny,95610,95218,16600,4.72,2.1,49.0167
vaudherland,Vaudherland,95500,95633,100,0.09,2.48333,49.0
gadancourt,Gadancourt,95450,95259,100,4.68,1.86667,49.1
sarcelles,Sarcelles,95200,95585,59200,8.45,2.38333,49.0
longuesse,Longuesse,95450,95348,500,8.5,1.93333,49.0667
nointel-95,Nointel,95590,95452,700,3.2,2.3,49.1333
plessis-gassot,Le Plessis-Gassot,95720,95492,100,4.1,2.41667,49.0333
mery-sur-oise,Méry-sur-Oise,95540,95394,9400,11.17,2.2,49.0667
meriel,Mériel,95630,95392,4400,5.31,2.2,49.0833
soisy-sous-montmorency,Soisy-sous-Montmorency,95230,95598,17400,3.98,2.3,48.9833
banthelu,Banthelu,95420,95046,100,8.1,1.81667,49.1333
guiry-en-vexin,Guiry-en-Vexin,95450,95295,200,6.16,1.85,49.1333
santeuil-95,Santeuil,95640,95584,600,5.34,1.95,49.1333
frepillon,Frépillon,95740,95256,2700,3.35,2.21667,49.05
bouqueval,Bouqueval,95720,95094,300,2.81,2.43333,49.0167
epinay-champlatreux,Épinay-Champlâtreux,95270,95214,100,3.56,2.41667,49.0833
villiers-le-sec-95,Villiers-le-Sec,95720,95682,200,3.26,2.4,49.0667
beauchamp,Beauchamp,95250,95051,8800,3.02,2.2,49.0167
mesnil-aubry,Le Mesnil-Aubry,95720,95395,900,6.64,2.4,49.05
chatenay-en-france,Châtenay-en-France,95190,95144,100,3.07,2.45,49.0667
enghien-les-bains,Enghien-les-Bains,95880,95210,12100,1.77,2.31667,48.9667
genainville,Genainville,95420,95270,500,10.5,1.75,49.1333
marines,Marines,95640,95370,3200,8.26,1.98333,49.15
mours,Mours,95260,95436,1400,2.45,2.26667,49.1333
arnouville,Arnouville,95400,95019,13200,2.84,2.41667,48.9833
jagny-sous-bois,Jagny-sous-Bois,95850,95316,300,4.18,2.45,49.0833
puiseux-pontoise,Puiseux-Pontoise,95650,95510,500,5.64,2.01667,49.05
moisselles,Moisselles,95570,95409,1100,1.46,2.33333,49.05
vetheuil,Vétheuil,95780,95651,900,4.3,1.7,49.0667
villiers-adam,Villiers-Adam,95840,95678,800,9.82,2.23333,49.0667
maudetour-en-vexin,Maudétour-en-Vexin,95420,95379,200,6.55,1.78333,49.1
fosses-95,Fosses,95470,95250,9700,3.61,2.48333,49.1
cristinacce,Cristinacce,20126,2A100,100,20.45,8.84029,42.2392
evisa,Évisa,20126,2A108,200,67.28,8.8014,42.2537
serriera,Serriera,20147,2A279,100,37.0,8.70834,42.3014
guagno,Guagno,20160,2A131,200,42.72,8.94862,42.1687
azzana,Azzana,20121,2A027,100,12.0,8.92417,42.1175
pastricciola,Pastricciola,20121,2A204,100,46.32,8.98417,42.1398
rezza,Rezza,20121,2A259,100,13.46,8.94306,42.1253
rosazia,Rosazia,20121,2A262,100,19.72,8.87501,42.1278
salice,Salice,20121,2A266,100,21.89,8.90084,42.1206
balogna,Balogna,20160,2A028,100,27.75,8.77917,42.1778
murzo,Murzo,20160,2A174,100,21.44,8.82723,42.1681
arbori,Arbori,20160,2A019,100,20.03,8.79695,42.1417
vico,Vico,20160,2A348,1000,52.13,8.7989,42.1664
cargese,Cargèse,20130,2A065,1200,45.99,8.59473,42.1353
ota,Ota,20150,2A198,500,38.16,8.74362,42.2581
partinello,Partinello,20147,2A203,100,18.66,8.68251,42.312
tavera,Tavera,20163,2A324,400,32.43,9.01556,42.0684
