slug,nom_reel,code_postal,code_insee,pop2012,surface,long_deg,lat_deg
saint-launeuc,Saint-Launeuc,22230,22309,200,11.58,-2.38333,48.2333
trebry,Trébry,22510,22345,700,25.12,-2.55,48.35
lehon,Léhon,22100,22123,2900,4.6,-2.05,48.4333
plelo,Plélo,22170,22182,3200,43.38,-2.95,48.5667
saint-potan,Saint-Pôtan,22550,22323,800,19.89,-2.28333,48.55
saint-laurent-22,Saint-Laurent,22140,22310,400,8.96,2.7675,48.6189
lannebert,Lannebert,22290,22112,400,6.99,-3.0,48.6667
yvias,Yvias,22930,22390,700,11.61,-3.05,48.7167
saint-maudan,Saint-Maudan,22600,22314,400,6.67,-2.76667,48.1167
saint-adrien,Saint-Adrien,22390,22271,300,9.93,-3.13333,48.4833
ploubazlanec,Ploubazlanec,22620,22210,3200,15.04,-3.03333,48.8
plumieux,Plumieux,22210,22241,1100,38.92,-2.6,48.1
tremargat,Trémargat,22110,22365,200,13.9,-3.26667,48.3333
coetmieux,Coëtmieux,22400,22044,1500,8.02,-2.6,48.5
plufur,Plufur,22310,22238,500,17.5,-3.56667,48.6
kergrist-moelou,Kergrist-Moëlou,22110,22087,700,47.16,-3.31667,48.3167
corseul,Corseul,22130,22048,2000,41.74,-2.16667,48.4833
begard,Bégard,22140,22004,4600,36.41,-3.3,48.6333
pabu,Pabu,22200,22161,2800,7.83,-3.13333,48.5833
tremeven-22,Tréméven,22290,22370,300,5.12,-3.03333,48.6667
mantallot,Mantallot,22450,22141,200,2.76,-3.3,48.7
plemy,Plémy,22150,22184,1600,40.04,-2.68333,48.3333
pont-melvez,Pont-Melvez,22390,22249,700,22.98,-3.31667,48.45
plounevez-moedec,Plounévez-Moëdec,22810,22228,1400,40.36,-3.45,48.5667
senven-lehart,Senven-Léhart,22720,22335,200,12.5,-3.06667,48.4333
chapelle-neuve-22,La Chapelle-Neuve,22160,22037,400,23.78,2.57945,48.462
saint-helen,Saint-Hélen,22100,22299,1200,17.02,-1.96667,48.4667
loguivy-plougras,Loguivy-Plougras,22780,22131,1000,47.68,-3.06667,48.8167
vieux-marche,Le Vieux-Marché,22420,22387,1200,23.13,2.55195,48.607
louargat,Louargat,22540,22135,2200,57.23,-3.33333,48.5667
champs-geraux,Champs-Géraux,22630,22035,1000,19.09,-1.96667,48.4167
lohuec,Lohuec,22160,22132,300,17.18,-3.51667,48.4667
viersat,Viersat,23170,23261,300,29.09,2.43333,46.2833
moutier-rozeille,Moutier-Rozeille,23200,23140,400,19.66,2.2,45.9167
lussat-23,Lussat,23170,23114,400,46.86,2.33333,46.1833
augeres,Augères,23210,23010,100,12.43,1.73333,46.0833
sermur,Sermur,23700,23171,100,19.5,2.43333,45.9833
soumans,Soumans,23600,23174,600,36.68,2.31667,46.3
merinchal,Mérinchal,23420,23131,700,45.45,2.48333,45.9167
fresselines,Fresselines,23450,23087,600,30.78,1.68333,46.3833
janaillat,Janaillat,23250,23099,400,28.29,1.75,46.05
saint-avit-de-tardes,Saint-Avit-de-Tardes,23200,23182,200,14.42,2.28333,45.9167
arfeuille-chatain,Arfeuille-Châtain,23700,23005,200,20.5,2.43333,46.0667
trois-fonds,Trois-Fonds,23230,23255,100,9.53,2.22806,46.2506
saint-julien-la-genete,Saint-Julien-la-Genête,23110,23203,200,11.91,2.46667,46.15
saint-pierre-cherignat,Saint-Pierre-Chérignat,23430,23230,200,23.72,1.61417,45.9728
colondannes,Colondannes,23800,23065,300,10.7,1.61667,46.2833
malval,Malval,23220,23121,0,4.03,1.88333,46.35
dontreix,Dontreix,23700,23073,400,47.45,2.56667,45.9833
noth,Noth,23300,23143,500,22.89,1.58333,46.2333
saint-alpinien,Saint-Alpinien,23200,23179,300,15.21,2.23333,45.9833
chapelle-taillefert,La Chapelle-Taillefert,23000,23052,400,14.11,1.83333,46.1
pontcharraud,Pontcharraud,23260,23156,100,9.56,2.28333,45.8667
brionne-23,La Brionne,23000,23033,400,7.08,1.78333,46.1667
valliere,Vallière,23120,23257,800,48.42,2.03333,45.9
brousse-23,Brousse,23700,23034,0,3.63,2.45,45.9667
tardes,Tardes,23170,23251,100,21.4,2.33333,46.1333
chatelus-malvaleix,Châtelus-Malvaleix,23270,23057,600,14.97,2.01667,46.3
bosroger,Bosroger,23200,23028,100,7.56,2.25028,45.9942
lupersat,Lupersat,23190,23113,300,32.64,2.35,45.9833
chapelle-saint-martial,La Chapelle-Saint-Martial,23250,23051,100,10.12,1.93333,46.0167
vareilles-23,Vareilles,23300,23258,300,17.68,1.48333,46.3
chard,Chard,23700,23053,200,14.12,2.48333,45.95
saint-junien-la-bregere,Saint-Junien-la-Bregère,23400,23205,200,25.66,1.75,45.8833
genouillac-23,Genouillac,23350,23089,800,35.76,2.0,46.35
boussac-bourg,Boussac-Bourg,23600,23032,800,38.69,2.23333,46.3667
saint-vaury,Saint-Vaury,23320,23247,1900,46.5,1.75,46.2
saint-frion,Saint-Frion,23500,23196,200,18.76,2.23333,45.8667
mansat-la-courriere,Mansat-la-Courrière,23400,23122,100,9.42,1.8,45.9667
domeyrot,Domeyrot,23140,23072,200,24.59,2.15,46.25
saint-pierre-de-fursac,Saint-Pierre-de-Fursac,23290,23231,800,27.33,1.51667,46.15
nouziers,Nouziers,23350,23148,200,14.33,1.96667,46.4333
saint-marc-a-loubaud,Saint-Marc-à-Loubaud,23460,23212,100,18.42,2.0,45.85
gentioux-pigerolles,Gentioux-Pigerolles,23340,23090,400,79.29,1.99417,45.7845
maison-feyne,Maison-Feyne,23800,23117,300,13.27,1.66667,46.35
cressat,Cressat,23140,23068,600,33.41,2.1,46.1333
faux-mazuras,Faux-Mazuras,23400,23078,200,19.96,1.78333,45.95
bazelat,Bazelat,23160,23018,300,13.43,1.53333,46.35
saint-merd-la-breuille,Saint-Merd-la-Breuille,23100,23221,200,40.19,2.43333,45.75
cheniers-23,Chéniers,23220,23062,600,34.9,1.83333,46.35
saint-dizier-les-domaines,Saint-Dizier-les-Domaines,23270,23188,200,15.89,2.01667,46.3167
auge-23,Auge,23170,23009,100,9.97,2.31667,46.25
cellette-23,La Cellette,23350,23041,300,21.48,2.0,46.4
saint-victor-en-marche,Saint-Victor-en-Marche,23000,23248,400,16.62,1.81389,46.1184
royere-de-vassiviere,Royère-de-Vassivière,23460,23165,600,74.14,1.91194,45.8419
aulon-23,Aulon,23210,23011,200,10.86,1.7,46.0833
saint-domet,Saint-Domet,23190,23190,200,15.33,2.3,46.05
saint-silvain-montaigut,Saint-Silvain-Montaigut,23320,23242,200,9.55,1.75,46.15
saint-priest-23,Saint-Priest,23110,23234,200,22.34,2.33333,46.0833
rougnat,Rougnat,23700,23164,600,41.01,2.5,46.0583
saint-pardoux-d-arnet,Saint-Pardoux-d'Arnet,23260,23226,200,16.44,2.33333,45.8833
saint-martial-le-vieux,Saint-Martial-le-Vieux,23100,23215,100,22.22,2.28333,45.6667
auzances,Auzances,23700,23013,1400,7.08,2.5,46.0167
mautes,Mautes,23190,23127,200,22.67,2.38333,45.95
chamberaud,Chamberaud,23480,23043,100,7.44,2.03333,46.05
foret-du-temple,La Forêt-du-Temple,23360,23084,200,7.72,1.9,46.4167
budeliere,Budelière,23170,23035,800,25.07,2.46667,46.2167
saint-agnant-de-versillat,Saint-Agnant-de-Versillat,23300,23177,1100,50.46,1.51667,46.2833
villard-23,Villard,23800,23263,300,16.37,1.7,46.3333
donzeil,Le Donzeil,23480,23074,200,13.54,1.96667,46.0333
vidaillat,Vidaillat,23250,23260,200,23.59,1.91667,45.9667
pionnat,Pionnat,23140,23154,800,41.77,2.01667,46.1667
banize,Banize,23120,23016,200,15.24,1.9975,45.9309
tercillat,Tercillat,23350,23252,200,13.64,2.05,46.4167
saint-amand-jartoudeix,Saint-Amand-Jartoudeix,23400,23181,200,18.74,1.66667,45.9167
bussiere-nouvelle,Bussière-Nouvelle,23700,23037,100,8.52,2.41667,46.0167
maziere-aux-bons-hommes,La Mazière-aux-Bons-Hommes,23260,23129,100,10.24,2.44084,45.8839
saint-hilaire-la-plaine,Saint-Hilaire-la-Plaine,23150,23201,200,11.06,1.98333,46.1333
bonnat,Bonnat,23220,23025,1300,45.79,1.9,46.3333
toulx-sainte-croix,Toulx-Sainte-Croix,23600,23254,300,35.05,2.21667,46.2833
leyrat,Leyrat,23600,23108,200,18.32,2.28333,46.3667
sainte-feyre-la-montagne,Sainte-Feyre-la-Montagne,23500,23194,100,6.84,2.2325,45.8987
lepaud,Lépaud,23170,23106,400,24.12,2.38333,46.2333
croze,Croze,23500,23071,200,22.16,2.15833,45.8167
saint-sebastien-23,Saint-Sébastien,23160,23239,700,24.98,1.53333,46.4
pontarion,Pontarion,23250,23155,400,5.25,1.85,46.0
saint-pierre-le-bost,Saint-Pierre-le-Bost,23600,23233,200,17.24,2.26667,46.4
saint-etienne-de-fursac,Saint-Étienne-de-Fursac,23290,23192,800,31.7,1.51667,46.15
saint-oradoux-pres-crocq,Saint-Oradoux-près-Crocq,23260,23225,100,13.36,2.4,45.8833
bellegarde-en-marche,Bellegarde-en-Marche,23190,23020,400,3.14,2.3,45.9833
neoux,Néoux,23200,23142,300,23.81,2.25,45.9167
villetelle-23,La Villetelle,23260,23266,200,16.14,2.35,45.9167
evaux-les-bains,Évaux-les-Bains,23110,23076,1500,45.55,2.48333,46.1667
serre-bussiere-vieille,La Serre-Bussière-Vieille,23190,23172,100,14.41,2.31667,46.05
saint-maurice-la-souterraine,Saint-Maurice-la-Souterraine,23300,23219,1200,39.72,1.43333,46.2167
celle-dunoise,La Celle-Dunoise,23800,23039,600,29.11,1.77,46.3098
saint-pardoux-morterolles,Saint-Pardoux-Morterolles,23400,23227,200,36.5,1.82111,45.8975
saint-sulpice-le-gueretois,Saint-Sulpice-le-Guérétois,23000,23245,2000,36.18,1.83333,46.2
mortroux,Mortroux,23220,23136,300,13.28,1.91667,46.4
marsac-23,Marsac,23210,23124,700,19.67,1.6,46.1
puy-malsignat,Puy-Malsignat,23130,23159,200,12.61,2.21667,46.0333
clairavaux,Clairavaux,23500,23063,200,27.55,2.16667,45.7833
champagnat-23,Champagnat,23190,23048,400,28.82,2.28333,46.0167
lavaveix-les-mines,Lavaveix-les-Mines,23150,23105,800,4.71,2.08333,46.0667
saint-germain-beaupre,Saint-Germain-Beaupré,23160,23199,400,17.06,1.55,46.3167
masbaraud-merignat,Masbaraud-Mérignat,23400,23126,400,20.39,1.75,45.9833
saint-priest-palus,Saint-Priest-Palus,23400,23237,0,10.64,1.66667,45.9
gioux,Gioux,23500,23091,200,37.42,2.125,45.8083
mars-23,Mars,23700,23123,200,12.9,2.48333,45.9833
saint-maixant-23,Saint-Maixant,23200,23210,200,13.86,2.2,46.0
malleret-boussac,Malleret-Boussac,23600,23120,200,25.43,2.13333,46.35
issoudun-letrieix,Issoudun-Létrieix,23130,23097,300,26.43,2.15,46.0667
thauron,Thauron,23250,23253,200,22.34,1.81667,46.0
chenerailles,Chénérailles,23130,23061,700,7.77,2.16667,46.1167
saint-dizier-la-tour,Saint-Dizier-la-Tour,23130,23187,200,16.99,2.16667,46.1333
saint-dizier-leyrenne,Saint-Dizier-Leyrenne,23400,23189,900,46.63,1.71667,46.0333
alleyrat-23,Alleyrat,23200,23003,200,9.54,2.15,45.9833
blaudeix,Blaudeix,23140,23023,100,6.9,2.06667,46.2333
measnes,Méasnes,23360,23130,600,27.63,1.78333,46.4167
saint-eloi-23,Saint-Éloi,23000,23191,200,15.6,1.83333,46.0667
moutier-d-ahun,Moutier-d'Ahun,23150,23138,200,9.91,2.05,46.1
saint-amand-23,Saint-Amand,23200,23180,500,8.05,2.2,45.9833
chambonchard,Chambonchard,23110,23046,100,12.86,2.55,46.1833
linard,Linard,23220,23109,200,12.6,1.86667,46.3667
azat-chatenet,Azat-Châtenet,23210,23014,100,9.51,1.76667,46.0667
anzeme,Anzême,23000,23004,600,29.5,1.86667,46.2667
peyrat-la-noniere,Peyrat-la-Nonière,23130,23151,500,41.4,2.25,46.0833
magnat-l-etrange,Magnat-l'Étrange,23260,23115,200,25.87,2.28333,45.7833
clugnat,Clugnat,23270,23064,700,42.42,2.11667,46.3
chatelard-23,Châtelard,23700,23055,0,2.42,2.46667,45.9667
saint-priest-la-feuille,Saint-Priest-la-Feuille,23300,23235,700,27.44,1.53333,46.2
pierrefitte-23,Pierrefitte,23130,23152,100,6.4,2.23333,46.15
saint-goussaud,Saint-Goussaud,23430,23200,200,24.3,1.58333,46.0333
soubrebost,Soubrebost,23250,23173,100,20.76,1.85,45.9667
lioux-les-monges,Lioux-les-Monges,23700,23110,0,7.32,2.45,45.95
saint-oradoux-de-chirouze,Saint-Oradoux-de-Chirouze,23100,23224,100,28.58,2.33333,45.7333
compas,Le Compas,23700,23066,200,16.54,2.46667,45.9833
chaussade,La Chaussade,23200,23059,100,7.19,2.23333,45.9833
pouge,La Pouge,23250,23157,100,7.58,1.95,45.9833
flayat,Flayat,23260,23081,300,43.53,2.38333,45.7833
poussanges,Poussanges,23500,23158,100,23.35,2.21667,45.8167
villedieu-23,La Villedieu,23340,23264,0,5.63,1.88333,45.7333
mazeirat,Mazeirat,23150,23128,100,7.8,1.96667,46.15
saint-leger-le-gueretois,Saint-Léger-le-Guérétois,23000,23208,400,13.98,1.81667,46.15
sagnat,Sagnat,23800,23166,200,11.81,1.63333,46.3
lizieres,Lizières,23240,23111,300,14.67,1.56667,46.2167
ladapeyre,Ladapeyre,23270,23102,300,30.63,2.05,46.25
arrenes,Arrènes,23210,23006,200,22.56,1.56667,46.0667
fleurat,Fleurat,23320,23082,300,12.3,1.67889,46.2406
beissat,Beissat,23260,23019,0,14.49,2.28333,45.7667
peyrabout,Peyrabout,23000,23150,100,8.91,1.91667,46.1
gueret,Guéret,23000,23096,14100,26.21,1.86667,46.1667
bosmoreau-les-mines,Bosmoreau-les-Mines,23400,23027,200,9.01,1.75,46.0
saint-avit-le-pauvre,Saint-Avit-le-Pauvre,23480,23183,100,4.99,2.03333,46.0
crocq-23,Crocq,23260,23069,500,14.16,2.36667,45.8667
lourdoueix-saint-pierre,Lourdoueix-Saint-Pierre,23360,23112,800,44.73,1.81667,46.4167
mas-d-artige,Le Mas-d'Artige,23100,23125,100,16.21,2.18333,45.7333
saint-yrieix-la-montagne,Saint-Yrieix-la-Montagne,23460,23249,200,24.04,2.03333,45.8833
saint-medard-la-rochette,Saint-Médard-la-Rochette,23200,23220,600,38.92,2.14611,46.0439
saint-martin-chateau,Saint-Martin-Château,23460,23216,100,31.25,1.8,45.8667
saint-martial-le-mont,Saint-Martial-le-Mont,23150,23214,300,10.25,2.08333,46.05
lavaufranche,Lavaufranche,23600,23104,200,16.34,2.26667,46.3167
saint-maurice-pres-crocq,Saint-Maurice-près-Crocq,23260,23218,100,14.1,2.33333,45.8667
celle-sous-gouzon,La Celle-sous-Gouzon,23230,23040,100,14.07,2.2,46.2167
rimondeix,Rimondeix,23140,23161,100,8.03,2.08333,46.2333
chambon-sainte-croix,Chambon-Sainte-Croix,23220,23044,100,6.66,1.76667,46.35
saint-marc-a-frongier,Saint-Marc-à-Frongier,23200,23211,400,25.45,2.11667,45.9333
saint-marien,Saint-Marien,23600,23213,200,12.78,2.23333,46.4167
roches-23,Roches,23270,23162,400,25.55,1.98333,46.2833
charron-23,Charron,23700,23054,200,30.11,2.56667,46.0667
verneiges,Verneiges,23170,23259,100,7.59,2.33333,46.2667
reterre,Reterre,23110,23160,300,17.54,2.46667,46.1
bourg-d-hem,Le Bourg-d'Hem,23220,23029,200,15.39,1.83333,46.3
nouzerolles,Nouzerolles,23360,23147,100,8.17,1.73333,46.3833
souterraine,La Souterraine,23300,23176,5400,37.07,1.48333,46.2333
saint-silvain-sous-toulx,Saint-Silvain-sous-Toulx,23140,23243,100,14.57,2.16667,46.2667
chamborand,Chamborand,23240,23047,200,11.18,1.56667,46.15
savennes-23,Savennes,23000,23170,200,6.93,1.9,46.1
sauniere,La Saunière,23000,23169,600,7.5,1.95,46.1333
champsanglard,Champsanglard,23220,23049,200,13.64,1.88333,46.2667
saint-yrieix-les-bois,Saint-Yrieix-les-Bois,23150,23250,300,15.7,1.96667,46.1
saint-chabrais,Saint-Chabrais,23130,23185,300,24.94,2.2,46.1333
saint-silvain-bas-le-roc,Saint-Silvain-Bas-le-Roc,23600,23240,500,15.32,2.23333,46.3333
vigeville,Vigeville,23140,23262,100,7.27,2.06667,46.1667
jalesches,Jalesches,23270,23098,100,8.45,2.09584,46.3012
bord-saint-georges,Bord-Saint-Georges,23230,23026,400,32.5,2.3,46.2667
jarnages,Jarnages,23140,23100,500,9.17,2.08333,46.1833
naillat,Naillat,23800,23141,700,36.23,1.63333,46.2667
benevent-l-abbaye,Bénévent-l'Abbaye,23210,23021,900,11.56,1.63333,46.1167
moutier-malcard,Moutier-Malcard,23220,23139,500,25.81,1.95,46.3833
sardent,Sardent,23250,23168,800,41.11,1.85,46.05
saint-julien-le-chatel,Saint-Julien-le-Châtel,23130,23204,200,15.3,2.26667,46.1167
franseches,Fransèches,23480,23086,200,18.29,2.03333,46.0167
saint-laurent-23,Saint-Laurent,23000,23206,600,12.93,1.96667,46.1667
chapelle-baloue,La Chapelle-Baloue,23160,23050,100,8.68,1.58333,46.3667
ahun,Ahun,23150,23001,1600,33.74,2.05,46.0833
nouzerines,Nouzerines,23600,23146,300,19.09,2.11667,46.3833
fontanieres,Fontanières,23110,23083,300,15.91,2.5,46.1
sannat,Sannat,23110,23167,400,34.0,2.4,46.1167
crozant,Crozant,23160,23070,500,30.52,1.61667,46.4
saint-loup-23,Saint-Loup,23130,23209,200,18.82,2.26667,46.1333
mourioux-vieilleville,Mourioux-Vieilleville,23210,23137,600,25.2,1.64528,46.0773
saint-hilaire-le-chateau,Saint-Hilaire-le-Château,23250,23202,300,19.59,1.9,45.9833
saint-pardoux-le-neuf-23,Saint-Pardoux-le-Neuf,23200,23228,200,7.51,2.23333,45.9333
saint-pierre-bellevue,Saint-Pierre-Bellevue,23460,23232,200,32.78,1.88333,45.9167
gouzon,Gouzon,23230,23093,1500,50.03,2.23333,46.1833
saint-silvain-bellegarde,Saint-Silvain-Bellegarde,23190,23241,200,20.85,2.30306,45.9725
chambon-sur-voueize,Chambon-sur-Voueize,23170,23045,1000,33.58,2.41667,46.1833
saint-sulpice-le-dunois,Saint-Sulpice-le-Dunois,23800,23244,600,30.85,1.73333,46.3
boussac-23,Boussac,23600,23031,1400,1.48,2.215,46.3489
parsac,Parsac,23140,23149,600,38.99,2.15,46.2
sous-parsat,Sous-Parsat,23150,23175,200,9.14,1.96667,46.05
maisonnisses,Maisonnisses,23150,23118,200,11.12,1.9,46.0667
saint-quentin-la-chabanne,Saint-Quentin-la-Chabanne,23500,23238,400,29.59,2.16667,45.8667
jouillat,Jouillat,23220,23101,500,22.44,1.95,46.2667
betete,Bétête,23270,23022,400,28.24,2.08333,46.3667
saint-bard,Saint-Bard,23260,23184,100,9.36,2.4,45.9167
glenic,Glénic,23380,23092,600,27.6,1.93333,46.2167
aubusson-23,Aubusson,23200,23008,4100,19.21,2.16667,45.95
saint-christophe-23,Saint-Christophe,23000,23186,100,7.79,1.86667,46.1
saint-priest-la-plaine,Saint-Priest-la-Plaine,23240,23236,300,21.9,1.63333,46.2
chauchet,Le Chauchet,23130,23058,100,10.62,2.33361,46.1075
saint-fiel,Saint-Fiel,23000,23195,900,16.72,1.9,46.2167
mainsat,Mainsat,23700,23116,600,34.81,2.38333,46.05
blessac,Blessac,23200,23024,500,17.75,2.11667,45.95
ceyroux,Ceyroux,23210,23042,100,12.13,1.66667,46.0667
feniers,Féniers,23100,23080,100,14.33,2.13333,45.75
nouhant,Nouhant,23170,23145,300,25.75,2.38333,46.2833
montboucher,Montboucher,23400,23133,400,27.68,1.68333,45.95
lepinas,Lépinas,23150,23107,200,14.8,1.93333,46.0833
saint-georges-nigremont,Saint-Georges-Nigremont,23500,23198,200,18.59,2.26667,45.8333
malleret,Malleret,23260,23119,0,11.8,2.31667,45.7667
courtine,La Courtine,23100,23067,900,41.42,2.26667,45.7
monteil-au-vicomte,Le Monteil-au-Vicomte,23460,23134,200,14.4,1.95,45.9333
montaigut-le-blanc-23,Montaigut-le-Blanc,23320,23132,400,17.23,1.73333,46.1167
saint-martin-sainte-catherine,Saint-Martin-Sainte-Catherine,23430,23217,400,27.27,1.58333,45.9667
basville,Basville,23260,23017,200,22.57,2.4,45.8667
saint-agnant-pres-crocq,Saint-Agnant-près-Crocq,23260,23178,200,25.51,2.35,45.8
bussiere-saint-georges,Bussière-Saint-Georges,23600,23038,200,22.45,2.13333,46.4
grand-bourg,Le Grand-Bourg,23240,23095,1200,78.91,1.65,46.1667
saint-moreil,Saint-Moreil,23400,23223,300,23.94,1.68333,45.85
saint-leger-bridereix,Saint-Léger-Bridereix,23300,23207,200,8.1,1.58333,46.2833
chavanat,Chavanat,23250,23060,100,12.73,1.96667,45.95
saint-sulpice-les-champs,Saint-Sulpice-les-Champs,23480,23246,400,21.7,2.01667,46.15
chatelus-le-marcheix,Châtelus-le-Marcheix,23430,23056,400,43.2,1.6,46.0
faux-la-montagne,Faux-la-Montagne,23340,23077,400,47.89,1.93333,45.75
dun-le-palestel,Dun-le-Palestel,23800,23075,1200,9.81,1.66667,46.3
ars-23,Ars,23480,23007,300,21.69,2.06667,46.0
lafat,Lafat,23800,23103,400,21.28,1.65,46.3333
bussiere-dunoise,Bussière-Dunoise,23320,23036,1100,41.13,1.76667,46.2667
nouaille-23,La Nouaille,23500,23144,200,48.12,2.06667,45.85
auriat,Auriat,23400,23012,100,21.66,1.63333,45.8833
saint-georges-la-pouge,Saint-Georges-la-Pouge,23250,23197,300,24.09,1.98333,45.9833
villeneuve-23,La Villeneuve,23260,23265,100,4.45,2.40945,45.8987
saint-michel-de-veisse,Saint-Michel-de-Veisse,23480,23222,200,15.57,2.05,45.95
azerables,Azerables,23160,23015,900,39.44,1.48333,46.35
saint-pardoux-les-cards,Saint-Pardoux-les-Cards,23150,23229,300,24.76,2.11667,46.0833
sainte-feyre,Sainte-Feyre,23000,23193,2200,29.99,1.915,46.1384
gartempe,Gartempe,23320,23088,100,9.49,1.73333,46.15
bourganeuf,Bourganeuf,23400,23030,2900,22.54,1.75,45.95
felletin,Felletin,23500,23079,1900,13.74,2.18333,45.8833
ajain,Ajain,23380,23002,1100,33.14,2.0,46.2
saint-barthelemy-de-bellegarde,Saint-Barthélemy-de-Bellegarde,24700,24380,500,33.12,0.210278,45.0778
saint-capraise-de-lalinde,Saint-Capraise-de-Lalinde,24150,24382,500,3.83,0.65,44.85
bayac,Bayac,24150,24027,400,10.23,0.733333,44.8
tour-blanche,La Tour-Blanche,24320,24554,400,8.11,0.45,45.3667
monfaucon-24,Monfaucon,24130,24277,300,24.74,0.241667,44.9167
vitrac-24,Vitrac,24200,24587,900,14.38,1.25,44.8333
beynac-et-cazenac,Beynac-et-Cazenac,24220,24040,500,12.74,1.15,44.8333
sencenac-puy-de-fourches,Sencenac-Puy-de-Fourches,24310,24530,200,10.79,0.7,45.3
saint-jory-las-bloux,Saint-Jory-las-Bloux,24160,24429,300,16.94,0.966667,45.3667
azerat-24,Azerat,24210,24019,400,20.05,1.11667,45.15
saint-nexans,Saint-Nexans,24520,24472,900,12.38,0.55,44.8
pomport,Pomport,24240,24331,800,19.55,0.416667,44.7833
change-24,Le Change,24640,24103,600,16.22,0.9,45.1833
prats-de-carlux,Prats-de-Carlux,24370,24336,500,13.0,1.3,44.9
saint-barthelemy-de-bussiere,Saint-Barthélemy-de-Bussière,24360,24381,200,15.01,0.75,45.6333
saint-julien-d-eymet,Saint-Julien-d'Eymet,24500,24433,100,5.81,0.433333,44.7167
saint-amand-de-vergt,Saint-Amand-de-Vergt,24380,24365,200,12.66,0.7,44.9833
lolme,Lolme,24540,24244,100,6.92,0.85,44.7167
saint-andre-de-double,Saint-André-de-Double,24190,24367,200,27.61,0.316667,45.15
savignac-de-miremont,Savignac-de-Miremont,24260,24524,200,7.62,0.933333,44.9667
eyliac,Eyliac,24330,24166,700,22.74,0.866667,45.1667
sainte-trie,Sainte-Trie,24160,24507,100,10.91,1.18333,45.3
bouniagues,Bouniagues,24560,24054,500,8.62,0.533333,44.75
saint-medard-de-mussidan,Saint-Médard-de-Mussidan,24400,24462,1700,24.45,0.35,45.0333
chapdeuil,Chapdeuil,24320,24105,100,7.71,0.483333,45.3333
saint-pantaly-d-excideuil,Saint-Pantaly-d'Excideuil,24160,24476,200,8.46,1.01667,45.3167
bourrou,Bourrou,24110,24061,100,9.13,0.616667,45.05
paussac-et-saint-vivien,Paussac-et-Saint-Vivien,24310,24319,500,22.17,0.533333,45.35
saint-priest-les-fougeres,Saint-Priest-les-Fougères,24450,24489,400,20.86,1.01667,45.5333
saint-germain-des-pres-24,Saint-Germain-des-Prés,24160,24417,500,19.01,0.983333,45.3333
grand-brassac,Grand-Brassac,24350,24200,500,31.74,0.483333,45.2833
laveyssiere,Laveyssière,24130,24233,100,6.7,0.442222,44.9414
daglan,Daglan,24250,24150,500,19.96,1.2,44.7333
tourtoirac,Tourtoirac,24390,24555,600,25.43,1.06667,45.2667
veyrines-de-domme,Veyrines-de-Domme,24250,24575,200,11.44,1.11667,44.7833
razac-sur-l-isle,Razac-sur-l'Isle,24430,24350,2400,14.24,0.616667,45.1667
saint-victor-24,Saint-Victor,24350,24508,200,5.12,0.433333,45.2667
peyrignac,Peyrignac,24210,24324,500,6.3,1.16667,45.15
badefols-sur-dordogne,Badefols-sur-Dordogne,24150,24022,200,6.06,0.8,44.85
mouleydier,Mouleydier,24520,24296,1000,8.49,0.6,44.85
ligueux-24,Ligueux,24460,24239,300,6.66,0.816667,45.3
saint-romain-de-monpazier,Saint-Romain-de-Monpazier,24540,24495,100,7.48,0.883333,44.7167
saint-cernin-de-l-herm,Saint-Cernin-de-l'Herm,24550,24386,200,16.25,1.03333,44.6333
chalais-24,Chalais,24800,24095,500,18.81,0.916667,45.5167
saint-sulpice-de-roumagnac,Saint-Sulpice-de-Roumagnac,24600,24504,200,10.7,0.4,45.2
gageac-et-rouillac,Gageac-et-Rouillac,24240,24193,500,13.99,0.341667,44.8
salignac-eyvigues,Salignac-Eyvigues,24590,24516,1100,43.48,1.32278,44.9745
teillots,Teillots,24390,24545,100,10.02,1.21667,45.25
fanlac,Fanlac,24290,24174,100,14.37,1.1,45.0667
coursac,Coursac,24430,24139,1800,24.65,0.633333,45.1333
cubjac,Cubjac,24640,24147,700,20.62,0.933333,45.2167
